loan_type,Average ROI,Interest Coverage,Effective Rate
Auto Loan,237.45331852874764,157.4266342268026,0.9048394414842212
Mortgage,27677.291091081133,3101.3759564340803,2.125688844999781
Personal Loan,182.48582180675308,92.12225248625914,0.31974166487821104
