principal,apr,term_months,btc_percentage,payment_day,monthly_payment,btc_monthly_amount,total_payments,total_interest,total_btc_investment,btc_accumulated,final_btc_value,net_btc_position,roi_percentage,effective_cost,start_date,end_date
20000.0,6.99,48.0,15.0,15,478.83210875187797,71.82481631278169,22983.941220090142,2983.9412200901425,3447.591183013524,0.0688136412285929,9687.288513504027,6239.697330490502,180.98715883814305,-3255.75611040036,2020-11-25 23:00:00,2024-11-25 23:00:00
20000.0,6.99,60.0,5.0,15,395.9296172642016,19.796480863210082,23755.777035852097,3755.7770358520975,1187.7888517926035,0.037749692231465,5314.239348669048,4126.450496876445,347.40606385123345,-370.6734610243475,2019-11-25 23:00:00,2024-11-25 23:00:00
20000.0,6.99,60.0,7.5,15,395.9296172642016,29.69472129481512,23755.777035852097,3755.7770358520975,1781.6832776889062,0.0566245383471975,7971.3590230035725,6189.6757453146665,347.4060638512332,-2433.898709462569,2019-11-25 23:00:00,2024-11-25 23:00:00
20000.0,6.99,60.0,10.0,15,395.9296172642016,39.592961726420164,23755.777035852097,3755.7770358520975,2375.577703585207,0.07549938446293,10628.478697338096,8252.90099375289,347.40606385123345,-4497.123957900792,2019-11-25 23:00:00,2024-11-25 23:00:00
20000.0,6.99,60.0,12.5,15,395.9296172642016,49.4912021580252,23755.777035852097,3755.7770358520975,2969.4721294815167,0.09437423057866251,13285.59837167262,10316.126242191103,347.4060638512322,-6560.349206339006,2019-11-25 23:00:00,2024-11-25 23:00:00
20000.0,6.99,60.0,15.0,15,395.9296172642016,59.38944258963024,23755.777035852097,3755.7770358520975,3563.3665553778123,0.113249076694395,15942.718046007145,12379.351490629333,347.4060638512332,-8623.574454777236,2019-11-25 23:00:00,2024-11-25 23:00:00
20000.0,6.99,72.0,5.0,15,340.884100600658,17.0442050300329,24543.655243247373,4543.655243247373,1227.1827621623684,0.05748886893201062,8093.035766112048,6865.85300394968,559.48088708903,-2322.1977607023073,2018-11-25 23:00:00,2024-11-25 23:00:00
20000.0,6.99,72.0,7.5,15,340.884100600658,25.566307545049348,24543.655243247373,4543.655243247373,1840.7741432435514,0.08623330339801591,12139.553649168069,10298.779505924518,559.4808870890303,-5755.124262677145,2018-11-25 23:00:00,2024-11-25 23:00:00
20000.0,6.99,72.0,10.0,15,340.884100600658,34.0884100600658,24543.655243247373,4543.655243247373,2454.3655243247367,0.11497773786402124,16186.071532224096,13731.70600789936,559.48088708903,-9188.050764651987,2018-11-25 23:00:00,2024-11-25 23:00:00
20000.0,6.99,72.0,12.5,15,340.884100600658,42.61051257508225,24543.655243247373,4543.655243247373,3067.9569054059257,0.14372217233002652,20232.589415280116,17164.63250987419,559.4808870890288,-12620.977266626818,2018-11-25 23:00:00,2024-11-25 23:00:00
20000.0,6.99,72.0,15.0,15,340.884100600658,51.132615090098696,24543.655243247373,4543.655243247373,3681.548286487103,0.17246660679603182,24279.107298336137,20597.559011849036,559.4808870890303,-16053.903768601664,2018-11-25 23:00:00,2024-11-25 23:00:00
20000.0,7.99,48.0,5.0,15,488.1645718173444,24.40822859086722,23431.89944723253,3431.8994472325285,1171.5949723616259,0.02338494090904511,3292.031425929462,2120.436453567836,180.98715883814322,1311.4629936646925,2020-11-25 23:00:00,2024-11-25 23:00:00
20000.0,7.99,48.0,7.5,15,488.1645718173444,36.61234288630083,23431.89944723253,3431.8994472325285,1757.3924585424404,0.03507741136356766,4938.047138894192,3180.654680351752,180.98715883814296,251.2447668807763,2020-11-25 23:00:00,2024-11-25 23:00:00
20000.0,7.99,48.0,10.0,15,488.1645718173444,48.81645718173444,23431.89944723253,3431.8994472325285,2343.1899447232518,0.04676988181809022,6584.062851858924,4240.872907135672,180.98715883814322,-808.9734599031435,2020-11-25 23:00:00,2024-11-25 23:00:00
20000.0,7.99,48.0,12.5,15,488.1645718173444,61.02057147716805,23431.89944723253,3431.8994472325285,2928.987430904068,0.05846235227261278,8230.078564823656,5301.091133919588,180.98715883814296,-1869.1916866870597,2020-11-25 23:00:00,2024-11-25 23:00:00
20000.0,7.99,48.0,15.0,15,488.1645718173444,73.22468577260166,23431.89944723253,3431.8994472325285,3514.784917084881,0.07015482272713532,9876.094277788385,6361.309360703504,180.98715883814296,-2929.409913470976,2020-11-25 23:00:00,2024-11-25 23:00:00
20000.0,7.99,60.0,5.0,15,405.4321756949591,20.271608784747954,24325.930541697544,4325.930541697544,1216.2965270848779,0.038655708453871625,5441.784416589696,4225.487889504818,347.40606385123283,100.4426521927262,2019-11-25 23:00:00,2024-11-25 23:00:00
20000.0,7.99,60.0,7.5,15,405.4321756949591,30.40741317712193,24325.930541697544,4325.930541697544,1824.444790627317,0.05798356268080743,8162.676624884542,6338.231834257225,347.40606385123266,-2012.3012925596813,2019-11-25 23:00:00,2024-11-25 23:00:00
20000.0,7.99,60.0,10.0,15,405.4321756949591,40.54321756949591,24325.930541697544,4325.930541697544,2432.5930541697558,0.07731141690774325,10883.568833179392,8450.975779009636,347.40606385123283,-4125.045237312092,2019-11-25 23:00:00,2024-11-25 23:00:00
20000.0,7.99,60.0,12.5,15,405.4321756949591,50.679021961869886,24325.930541697544,4325.930541697544,3040.7413177121903,0.09663927113467904,13604.461041474238,10563.719723762048,347.4060638512334,-6237.789182064504,2019-11-25 23:00:00,2024-11-25 23:00:00
20000.0,7.99,60.0,15.0,15,405.4321756949591,60.81482635424386,24325.930541697544,4325.930541697544,3648.889581254634,0.11596712536161485,16325.353249769085,12676.46366851445,347.40606385123266,-8350.533126816907,2019-11-25 23:00:00,2024-11-25 23:00:00
20000.0,7.99,72.0,5.0,15,350.56716537298087,17.528358268649043,25240.835906854623,5240.835906854623,1262.0417953427327,0.059121882735163535,8322.924427360562,7060.882632017829,559.480887089029,-1820.0467251632053,2018-11-25 23:00:00,2024-11-25 23:00:00
20000.0,7.99,72.0,7.5,15,350.56716537298087,26.292537402973565,25240.835906854623,5240.835906854623,1893.062693014095,0.08868282410274524,12484.386641040834,10591.323948026738,559.48088708903,-5350.488041172115,2018-11-25 23:00:00,2024-11-25 23:00:00
20000.0,7.99,72.0,10.0,15,350.56716537298087,35.05671653729809,25240.835906854623,5240.835906854623,2524.0835906854654,0.11824376547032707,16645.848854721124,14121.765264035657,559.480887089029,-8880.929357181034,2018-11-25 23:00:00,2024-11-25 23:00:00
20000.0,7.99,72.0,12.5,15,350.56716537298087,43.82089567162261,25240.835906854623,5240.835906854623,3155.1044883568256,0.14780470683790875,20807.311068401392,17652.206580044567,559.4808870890299,-12411.370673189944,2018-11-25 23:00:00,2024-11-25 23:00:00
20000.0,7.99,72.0,15.0,15,350.56716537298087,52.58507480594713,25240.835906854623,5240.835906854623,3786.12538602819,0.17736564820549047,24968.773282081667,21182.647896053477,559.48088708903,-15941.811989198854,2018-11-25 23:00:00,2024-11-25 23:00:00
25000.0,3.99,48.0,5.0,15,564.3645015305448,28.21822507652724,27089.49607346615,2089.496073466151,1354.4748036733074,0.027035207553719465,3805.9002680201456,2451.4254643468385,180.9871588381433,-361.9293908806876,2020-11-25 23:00:00,2024-11-25 23:00:00
25000.0,3.99,48.0,7.5,15,564.3645015305448,42.327337614790856,27089.49607346615,2089.496073466151,2031.712205509961,0.040552811330579176,5708.850402030215,3677.1381965202545,180.98715883814316,-1587.6421230541036,2020-11-25 23:00:00,2024-11-25 23:00:00
25000.0,3.99,48.0,10.0,15,564.3645015305448,56.43645015305448,27089.49607346615,2089.496073466151,2708.949607346615,0.05407041510743893,7611.800536040291,4902.850928693677,180.9871588381433,-2813.354855227526,2020-11-25 23:00:00,2024-11-25 23:00:00
25000.0,3.99,48.0,12.5,15,564.3645015305448,70.5455626913181,27089.49607346615,2089.496073466151,3386.1870091832684,0.06758801888429866,9514.750670050364,6128.563660867096,180.9871588381433,-4039.067587400945,2020-11-25 23:00:00,2024-11-25 23:00:00
25000.0,3.99,48.0,15.0,15,564.3645015305448,84.65467522958171,27089.49607346615,2089.496073466151,4063.424411019922,0.08110562266115835,11417.70080406043,7354.276393040509,180.98715883814316,-5264.780319574358,2020-11-25 23:00:00,2024-11-25 23:00:00
25000.0,3.99,60.0,5.0,15,460.30024118272917,23.01501205913646,27618.01447096375,2618.01447096375,1380.9007235481884,0.04388707406832387,6178.233572920141,4797.332849371953,347.4060638512326,-2179.318378408203,2019-11-25 23:00:00,2024-11-25 23:00:00
25000.0,3.99,60.0,7.5,15,460.30024118272917,34.522518088704686,27618.01447096375,2618.01447096375,2071.3510853222792,0.06583061110248581,9267.350359380212,7195.999274057933,347.4060638512334,-4577.984803094183,2019-11-25 23:00:00,2024-11-25 23:00:00
25000.0,3.99,60.0,10.0,15,460.30024118272917,46.03002411827292,27618.01447096375,2618.01447096375,2761.8014470963767,0.08777414813664774,12356.467145840283,9594.665698743906,347.4060638512326,-6976.651227780156,2019-11-25 23:00:00,2024-11-25 23:00:00
25000.0,3.99,60.0,12.5,15,460.30024118272917,57.537530147841146,27618.01447096375,2618.01447096375,3452.2518088704687,0.10971768517080961,15445.583932300344,11993.332123429875,347.4060638512326,-9375.317652466125,2019-11-25 23:00:00,2024-11-25 23:00:00
25000.0,3.99,60.0,15.0,15,460.30024118272917,69.04503617740937,27618.01447096375,2618.01447096375,4142.7021706445585,0.13166122220497162,18534.700718760425,14391.998548115866,347.4060638512334,-11773.984077152116,2019-11-25 23:00:00,2024-11-25 23:00:00
25000.0,3.99,72.0,5.0,15,391.0156786011872,19.55078393005936,28153.128859285476,3153.128859285476,1407.656442964274,0.06594337799227194,9283.225197226679,7875.568754262405,559.4808870890299,-4722.439894976928,2018-11-25 23:00:00,2024-11-25 23:00:00
25000.0,3.99,72.0,7.5,15,391.0156786011872,29.326175895089037,28153.128859285476,3153.128859285476,2111.4846644464133,0.09891506698840788,13924.837795840012,11813.3531313936,559.480887089029,-8660.224272108124,2018-11-25 23:00:00,2024-11-25 23:00:00
25000.0,3.99,72.0,10.0,15,391.0156786011872,39.10156786011872,28153.128859285476,3153.128859285476,2815.312885928548,0.13188675598454389,18566.450394453357,15751.13750852481,559.4808870890299,-12598.008649239333,2018-11-25 23:00:00,2024-11-25 23:00:00
25000.0,3.99,72.0,12.5,15,391.0156786011872,48.8769598251484,28153.128859285476,3153.128859285476,3519.141107410682,0.1648584449806798,23208.062993066687,19688.921885656004,559.4808870890301,-16535.793026370528,2018-11-25 23:00:00,2024-11-25 23:00:00
25000.0,3.99,72.0,15.0,15,391.0156786011872,58.65235179017807,28153.128859285476,3153.128859285476,4222.9693288928265,0.19783013397681576,27849.675591680025,23626.7062627872,559.480887089029,-20473.577403501724,2018-11-25 23:00:00,2024-11-25 23:00:00
25000.0,4.99,48.0,5.0,15,575.6190986874094,28.78095493437047,27629.71673699565,2629.7167369956514,1381.485836849784,0.027574345591714688,3881.7978027155496,2500.3119658657656,180.98715883814288,129.40477112988583,2020-11-25 23:00:00,2024-11-25 23:00:00
25000.0,4.99,48.0,7.5,15,575.6190986874094,43.171432401555705,27629.71673699565,2629.7167369956514,2072.228755274672,0.04136151838757204,5822.696704073325,3750.467948798653,180.98715883814342,-1120.7512118030018,2020-11-25 23:00:00,2024-11-25 23:00:00
25000.0,4.99,48.0,10.0,15,575.6190986874094,57.56190986874094,27629.71673699565,2629.7167369956514,2762.971673699568,0.055148691183429376,7763.595605431099,5000.623931731531,180.98715883814288,-2370.90719473588,2020-11-25 23:00:00,2024-11-25 23:00:00
25000.0,4.99,48.0,12.5,15,575.6190986874094,71.95238733592618,27629.71673699565,2629.7167369956514,3453.7145921244587,0.06893586397928674,9704.494506788877,6250.779914664417,180.98715883814302,-3621.063177668766,2020-11-25 23:00:00,2024-11-25 23:00:00
25000.0,4.99,48.0,15.0,15,575.6190986874094,86.34286480311141,27629.71673699565,2629.7167369956514,4144.457510549344,0.08272303677514407,11645.39340814665,7500.935897597306,180.98715883814342,-4871.219160601655,2020-11-25 23:00:00,2024-11-25 23:00:00
25000.0,4.99,60.0,5.0,15,471.666313672407,23.583315683620352,28299.97882034442,3299.9788203444186,1414.998941017221,0.04497076601673283,6330.791065541776,4915.792124524555,347.40606385123283,-1615.8133041801366,2019-11-25 23:00:00,2024-11-25 23:00:00
25000.0,4.99,60.0,7.5,15,471.666313672407,35.374973525430526,28299.97882034442,3299.9788203444186,2122.4984115258308,0.0674561490250993,9496.186598312674,7373.688186786843,347.4060638512334,-4073.7093664424247,2019-11-25 23:00:00,2024-11-25 23:00:00
25000.0,4.99,60.0,10.0,15,471.666313672407,47.166631367240704,28299.97882034442,3299.9788203444186,2829.997882034442,0.08994153203346567,12661.582131083553,9831.58424904911,347.40606385123283,-6531.605428704692,2019-11-25 23:00:00,2024-11-25 23:00:00
25000.0,4.99,60.0,12.5,15,471.666313672407,58.958289209050875,28299.97882034442,3299.9788203444186,3537.4973525430487,0.11242691504183212,15826.977663854448,12289.4803113114,347.4060638512335,-8989.50149096698,2019-11-25 23:00:00,2024-11-25 23:00:00
25000.0,4.99,60.0,15.0,15,471.666313672407,70.74994705086105,28299.97882034442,3299.9788203444186,4244.9968230516615,0.1349122980501986,18992.373196625347,14747.376373573687,347.4060638512334,-11447.397553229268,2019-11-25 23:00:00,2024-11-25 23:00:00
25000.0,4.99,72.0,5.0,15,402.50736204494484,20.125368102247243,28980.530067236028,3980.530067236028,1449.0265033617993,0.06788140878379975,9556.05283852556,8107.02633516376,559.4808870890308,-4126.496267927732,2018-11-25 23:00:00,2024-11-25 23:00:00
25000.0,4.99,72.0,7.5,15,402.50736204494484,30.18805215337086,28980.530067236028,3980.530067236028,2173.5397550427,0.10182211317569961,14334.079257788337,12160.539502745636,559.4808870890304,-8180.009435509608,2018-11-25 23:00:00,2024-11-25 23:00:00
25000.0,4.99,72.0,10.0,15,402.50736204494484,40.25073620449449,28980.530067236028,3980.530067236028,2898.0530067235986,0.1357628175675995,19112.10567705112,16214.05267032752,559.4808870890308,-12233.522603091493,2018-11-25 23:00:00,2024-11-25 23:00:00
25000.0,4.99,72.0,12.5,15,402.50736204494484,50.313420255618105,28980.530067236028,3980.530067236028,3622.5662584045017,0.16970352195949936,23890.132096313897,20267.565837909395,559.4808870890301,-16287.035770673367,2018-11-25 23:00:00,2024-11-25 23:00:00
25000.0,4.99,72.0,15.0,15,402.50736204494484,60.37610430674172,28980.530067236028,3980.530067236028,4347.0795100854,0.20364422635139923,28668.158515576673,24321.079005491272,559.4808870890304,-20340.548938255244,2018-11-25 23:00:00,2024-11-25 23:00:00
25000.0,5.99,48.0,5.0,15,587.0111134437293,29.350555672186466,28176.533445299006,3176.5334452990064,1408.8266722649496,0.02812006645572527,3958.622039351244,2549.7953670862944,180.98715883814342,626.738078212712,2020-11-25 23:00:00,2024-11-25 23:00:00
